Permutation #,ApacheHVAC File (ASP),Roof Area (m2),External Wall Area (m2),Window Area (m2),Floor Area (m2),Weather File,HDD (Base 18C),CDD (Base 18C),Annual Mean Humidity Ratio (kg/kg),Average Relative Humidity (%),External Wall Construction U Values (W/m2.K),External Window Construction U Values (W/m2.K),Roof Construction U Values (W/m2.K),Actual Infiltration Rate @ 5Pa (L/(s/m2.facade)),EUI (Total) (kWh/m²),EUI (Electricity) (kWh/m²),EUI (Gas) (kWh/m²),Interior lighting (kWh/m²),Space heating (gas) (kWh/m²),Space heating (elec) (kWh/m²),Space cooling (kWh/m²),Pumps (kWh/m²),Fans interior (kWh/m²),Heat Rejection (kWh/m²),DHW heating (gas) (kWh/m²),DHW heating (elec) (kWh/m²),Receptacle equipment (kWh/m²),Elevators escalators (kWh/m²),TEDI
6114,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.2687,1.8792,0.1076,0.65,368.86,139.81,229.06,12.21,229.06,23.57,0.74,0,42.55,0.05,0,41.29,14.49,4.91,222.85
6115,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.2687,1.8792,0.1076,0.65,398.27,142.73,255.54,12.2,255.54,26.05,0.12,0,43.16,0.01,0,41.78,14.49,4.91,248.37
6116,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.2687,1.8792,0.1076,0.65,406.77,144.51,262.26,12.21,262.26,25.13,0.1,0,46.05,0.01,0,41.6,14.49,4.91,253.3
6117,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.2687,1.8792,0.1076,0.65,744.3,198.38,545.93,12.21,545.93,53.81,0,0,71.35,0,0,41.6,14.49,4.91,528.77
6118,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.2687,1.8792,0.1076,0.65,609.24,179.41,429.83,12.21,429.83,45.54,0.02,0,60.64,0,0,41.6,14.49,4.91,419.48
6119,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.2687,1.8792,0.1076,0.65,859.04,216.86,642.18,12.2,642.18,72.21,0,0,71.67,0,0,41.38,14.49,4.91,630.9
6120,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Kingston.716200_CWEC.epw,4336,237,0.0058,74.60,0.2687,1.8792,0.1076,0.65,382.35,145.21,237.14,12.21,237.14,24.02,1.59,0,46.28,0.1,0,41.6,14.49,4.91,230.34
6121,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_London.716230_CWEC.epw,4201,301,0.0061,76.40,0.2687,1.8792,0.1076,0.65,389.37,143.65,245.72,12.21,245.72,24.97,1.05,0,44.65,0.07,0,41.29,14.49,4.91,238.75
6122,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Mount.Forest.716310_CWEC.epw,4686,228,0.0057,78.40,0.2687,1.8792,0.1076,0.65,412.38,147.52,264.87,12.2,264.87,27.05,1.51,0,46.18,0.1,0,41.08,14.49,4.91,257.49
6123,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Muskoka.716300_CWEC.epw,4888,211,0.0054,76.90,0.2687,1.8792,0.1076,0.65,423.61,150.72,272.89,12.2,272.89,26.75,0.73,0,49.82,0.05,0,41.78,14.49,4.91,264.16
6124,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_North.Bay.717310_CWEC.epw,5392,155,0.0050,73.10,0.2687,1.8792,0.1076,0.65,462.02,154.36,307.66,12.2,307.66,30.1,0.03,0,50.85,0,0,41.78,14.49,4.91,297.76
6125,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Ottawa.716280_CWEC.epw,4747,271,0.0051,68.00,0.2687,1.8792,0.1076,0.65,405.7,148.86,256.84,12.2,256.84,25.84,1.81,0,48.42,0.12,0,41.08,14.49,4.91,249.29
6126,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Sault.Ste.Marie.712600_CWEC.epw,5080,164,0.0051,75.10,0.2687,1.8792,0.1076,0.65,425.72,149.75,275.97,12.2,275.97,26.73,0.76,0,48.84,0.05,0,41.78,14.49,4.91,266.82
6127,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Simcoe.715270_CWEC.epw,4160,284,0.0058,75.10,0.2687,1.8792,0.1076,0.65,377.05,141.93,235.12,12.21,235.12,24.16,1.04,0,43.76,0.07,0,41.29,14.49,4.91,228.72
6128,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sable.Island.716000_CWEC.epw,3872,25,0.0061,84.60,0.2024,1.8792,0.1076,0.65,335.13,131.26,203.87,12.21,203.87,20.59,0.03,0,37.42,0,0,41.6,14.49,4.91,197.95
6129,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.2024,1.8792,0.1076,0.65,359.44,138.21,221.23,12.21,221.23,22.82,0.72,0,41.72,0.05,0,41.29,14.49,4.91,215.3
6130,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.2024,1.8792,0.1076,0.65,388.14,141,247.14,12.2,247.14,25.17,0.12,0,42.32,0.01,0,41.78,14.49,4.91,240.18
6131,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.2024,1.8792,0.1076,0.65,395.74,142.7,253.04,12.21,253.04,24.3,0.1,0,45.07,0.01,0,41.6,14.49,4.91,244.45
6132,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.2024,1.8792,0.1076,0.65,729.95,195.75,534.2,12.21,534.2,52.21,0,0,70.31,0,0,41.6,14.49,4.91,516.97
6133,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.2024,1.8792,0.1076,0.65,593.23,176.66,416.57,12.21,416.57,44.23,0.02,0,59.19,0,0,41.6,14.49,4.91,406.65
6134,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.2024,1.8792,0.1076,0.65,841.49,213.48,628.01,12.2,628.01,69.85,0,0,70.63,0,0,41.38,14.49,4.91,616.22
6135,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Kingston.716200_CWEC.epw,4336,237,0.0058,74.60,0.2024,1.8792,0.1076,0.65,372.52,143.47,229.05,12.21,229.05,23.25,1.58,0,45.33,0.1,0,41.6,14.49,4.91,222.52
6136,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_London.716230_CWEC.epw,4201,301,0.0061,76.40,0.2024,1.8792,0.1076,0.65,379.32,141.89,237.43,12.21,237.43,24.13,1.03,0,43.76,0.07,0,41.29,14.49,4.91,230.69
6137,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Mount.Forest.716310_CWEC.epw,4686,228,0.0057,78.40,0.2024,1.8792,0.1076,0.65,402.26,145.64,256.63,12.2,256.63,26.14,1.49,0,45.24,0.09,0,41.08,14.49,4.91,249.41
6138,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Muskoka.716300_CWEC.epw,4888,211,0.0054,76.90,0.2024,1.8792,0.1076,0.65,412.57,148.71,263.86,12.2,263.86,25.86,0.71,0,48.72,0.05,0,41.78,14.49,4.91,255.41
6139,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_North.Bay.717310_CWEC.epw,5392,155,0.0050,73.10,0.2024,1.8792,0.1076,0.65,449.46,152.26,297.2,12.2,297.2,29.13,0.03,0,49.72,0,0,41.78,14.49,4.91,287.7
6140,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Ottawa.716280_CWEC.epw,4747,271,0.0051,68.00,0.2024,1.8792,0.1076,0.65,395.1,146.9,248.2,12.2,248.2,24.96,1.77,0,47.38,0.11,0,41.08,14.49,4.91,240.9
6141,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Sault.Ste.Marie.712600_CWEC.epw,5080,164,0.0051,75.10,0.2024,1.8792,0.1076,0.65,414.61,147.74,266.87,12.2,266.87,25.8,0.74,0,47.77,0.05,0,41.78,14.49,4.91,257.98
6142,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Simcoe.715270_CWEC.epw,4160,284,0.0058,75.10,0.2024,1.8792,0.1076,0.65,367.55,140.24,227.31,12.21,227.31,23.36,1.02,0,42.89,0.07,0,41.29,14.49,4.91,221.12
6143,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sable.Island.716000_CWEC.epw,3872,25,0.0061,84.60,0.1835,1.8792,0.1076,0.65,332.76,130.86,201.89,12.21,201.89,20.38,0.03,0,37.23,0,0,41.6,14.49,4.91,196.03
6144,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.1835,1.8792,0.1076,0.65,356.69,137.73,218.96,12.21,218.96,22.58,0.72,0,41.48,0.05,0,41.29,14.49,4.91,213.08
6145,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.1835,1.8792,0.1076,0.65,385.27,140.51,244.76,12.2,244.76,24.92,0.13,0,42.07,0.01,0,41.78,14.49,4.91,237.87
6146,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.1835,1.8792,0.1076,0.65,392.96,142.19,250.76,12.21,250.76,24.07,0.1,0,44.8,0.01,0,41.6,14.49,4.91,242.23
6147,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.1835,1.8792,0.1076,0.65,724.13,194.95,529.17,12.21,529.17,51.72,0,0,70.02,0,0,41.6,14.49,4.91,512.1
6148,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.1835,1.8792,0.1076,0.65,588.1,175.72,412.38,12.21,412.38,43.71,0.02,0,58.77,0,0,41.6,14.49,4.91,402.48
6149,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.1835,1.8792,0.1076,0.65,836.24,212.5,623.74,12.2,623.74,69.18,0,0,70.34,0,0,41.38,14.49,4.91,611.83
6150,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Kingston.716200_CWEC.epw,4336,237,0.0058,74.60,0.1835,1.8792,0.1076,0.65,369.84,142.98,226.86,12.21,226.86,23.03,1.57,0,45.06,0.1,0,41.6,14.49,4.91,220.4
6151,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_London.716230_CWEC.epw,4201,301,0.0061,76.40,0.1835,1.8792,0.1076,0.65,376.4,141.39,235.01,12.21,235.01,23.89,1.03,0,43.5,0.07,0,41.29,14.49,4.91,228.35
6152,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Mount.Forest.716310_CWEC.epw,4686,228,0.0057,78.40,0.1835,1.8792,0.1076,0.65,399.21,145.09,254.12,12.2,254.12,25.87,1.48,0,44.97,0.09,0,41.08,14.49,4.91,246.96
6153,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Muskoka.716300_CWEC.epw,4888,211,0.0054,76.90,0.1835,1.8792,0.1076,0.65,409.43,148.14,261.29,12.2,261.29,25.6,0.71,0,48.4,0.05,0,41.78,14.49,4.91,252.92
6154,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_North.Bay.717310_CWEC.epw,5392,155,0.0050,73.10,0.1835,1.8792,0.1076,0.65,445.95,151.64,294.32,12.2,294.32,28.83,0.03,0,49.39,0,0,41.78,14.49,4.91,284.88
6155,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Ottawa.716280_CWEC.epw,4747,271,0.0051,68.00,0.1835,1.8792,0.1076,0.65,392.12,146.34,245.78,12.2,245.78,24.71,1.76,0,47.09,0.11,0,41.08,14.49,4.91,238.54
6156,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Sault.Ste.Marie.712600_CWEC.epw,5080,164,0.0051,75.10,0.1835,1.8792,0.1076,0.65,411.12,147.2,263.92,12.2,263.92,25.57,0.74,0,47.46,0.05,0,41.78,14.49,4.91,255.18
6157,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Simcoe.715270_CWEC.epw,4160,284,0.0058,75.10,0.1835,1.8792,0.1076,0.65,365.02,139.74,225.28,12.21,225.28,23.11,1.02,0,42.64,0.06,0,41.29,14.49,4.91,219.11
6158,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sable.Island.716000_CWEC.epw,3872,25,0.0061,84.60,0.1572,1.8792,0.1076,0.65,329.24,130.3,198.94,12.21,198.94,20.08,0.03,0,36.97,0,0,41.6,14.49,4.91,193.16
6159,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.1572,1.8792,0.1076,0.65,353,137.08,215.93,12.21,215.93,22.27,0.71,0,41.15,0.05,0,41.29,14.49,4.91,210.12
6160,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.1572,1.8792,0.1076,0.65,381.13,139.82,241.31,12.2,241.31,24.57,0.13,0,41.73,0.01,0,41.78,14.49,4.91,234.51
6161,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.1572,1.8792,0.1076,0.65,388.55,141.48,247.07,12.21,247.07,23.74,0.1,0,44.42,0.01,0,41.6,14.49,4.91,238.69
6162,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.1572,1.8792,0.1076,0.65,718.09,193.84,524.25,12.21,524.25,51.03,0,0,69.59,0,0,41.6,14.49,4.91,507.13
6163,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.1572,1.8792,0.1076,0.65,581.97,174.64,407.32,12.21,407.32,43.21,0.02,0,58.19,0,0,41.6,14.49,4.91,397.58
6164,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.1572,1.8792,0.1076,0.65,827.54,211.19,616.35,12.2,616.35,68.29,0,0,69.91,0,0,41.38,14.49,4.91,604.51
6165,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Kingston.716200_CWEC.epw,4336,237,0.0058,74.60,0.1572,1.8792,0.1076,0.65,365.94,142.25,223.69,12.21,223.69,22.69,1.57,0,44.68,0.1,0,41.6,14.49,4.91,217.3
6166,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_London.716230_CWEC.epw,4201,301,0.0061,76.40,0.1572,1.8792,0.1076,0.65,372.51,140.7,231.81,12.21,231.81,23.56,1.02,0,43.14,0.07,0,41.29,14.49,4.91,225.24
6167,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Mount.Forest.716310_CWEC.epw,4686,228,0.0057,78.40,0.1572,1.8792,0.1076,0.65,394.93,144.35,250.58,12.2,250.58,25.51,1.47,0,44.59,0.09,0,41.08,14.49,4.91,243.52
6168,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Muskoka.716300_CWEC.epw,4888,211,0.0054,76.90,0.1572,1.8792,0.1076,0.65,404.65,147.37,257.28,12.2,257.28,25.27,0.71,0,47.96,0.05,0,41.78,14.49,4.91,249.11
6169,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_North.Bay.717310_CWEC.epw,5392,155,0.0050,73.10,0.1572,1.8792,0.1076,0.65,440.78,150.78,290,12.2,290,28.42,0.03,0,48.94,0,0,41.78,14.49,4.91,280.72
6170,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Ottawa.716280_CWEC.epw,4747,271,0.0051,68.00,0.1572,1.8792,0.1076,0.65,387.85,145.57,242.28,12.2,242.28,24.35,1.74,0,46.69,0.11,0,41.08,14.49,4.91,235.14
6171,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Sault.Ste.Marie.712600_CWEC.epw,5080,164,0.0051,75.10,0.1572,1.8792,0.1076,0.65,406.59,146.38,260.21,12.2,260.21,25.18,0.73,0,47.03,0.05,0,41.78,14.49,4.91,251.57
6172,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Simcoe.715270_CWEC.epw,4160,284,0.0058,75.10,0.1572,1.8792,0.1076,0.65,361.05,139.08,221.97,12.21,221.97,22.81,1.01,0,42.29,0.06,0,41.29,14.49,4.91,215.92
6173,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sable.Island.716000_CWEC.epw,3872,25,0.0061,84.60,0.1236,1.8792,0.1076,0.65,324.9,129.56,195.34,12.21,195.34,19.68,0.03,0,36.63,0,0,41.6,14.49,4.91,189.63
6174,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.1236,1.8792,0.1076,0.65,348.32,136.29,212.04,12.21,212.04,21.91,0.7,0,40.72,0.04,0,41.29,14.49,4.91,206.38
6175,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.1236,1.8792,0.1076,0.65,375.97,138.92,237.04,12.2,237.04,24.11,0.12,0,41.3,0.01,0,41.78,14.49,4.91,230.33
6176,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.1236,1.8792,0.1076,0.65,383.18,140.57,242.61,12.21,242.61,23.3,0.1,0,43.94,0.01,0,41.6,14.49,4.91,234.37
6177,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.1236,1.8792,0.1076,0.65,710.67,192.44,518.23,12.21,518.23,50.19,0,0,69.04,0,0,41.6,14.49,4.91,501.05
6178,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.1236,1.8792,0.1076,0.65,573.1,173.13,399.96,12.21,399.96,42.44,0.02,0,57.45,0,0,41.6,14.49,4.91,390.41
6179,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.1236,1.8792,0.1076,0.65,818.96,209.47,609.49,12.2,609.49,67.12,0,0,69.36,0,0,41.38,14.49,4.91,597.38
6180,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Kingston.716200_CWEC.epw,4336,237,0.0058,74.60,0.1236,1.8792,0.1076,0.65,361.03,141.36,219.67,12.21,219.67,22.29,1.56,0,44.2,0.1,0,41.6,14.49,4.91,213.41
6181,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_London.716230_CWEC.epw,4201,301,0.0061,76.40,0.1236,1.8792,0.1076,0.65,367.45,139.78,227.67,12.21,227.67,23.11,1.01,0,42.69,0.06,0,41.29,14.49,4.91,221.19
6182,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Mount.Forest.716310_CWEC.epw,4686,228,0.0057,78.40,0.1236,1.8792,0.1076,0.65,389.74,143.37,246.37,12.2,246.37,25.04,1.45,0,44.11,0.09,0,41.08,14.49,4.91,239.38
6183,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Muskoka.716300_CWEC.epw,4888,211,0.0054,76.90,0.1236,1.8792,0.1076,0.65,398.91,146.31,252.6,12.2,252.6,24.79,0.7,0,47.4,0.04,0,41.78,14.49,4.91,244.55
6184,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_North.Bay.717310_CWEC.epw,5392,155,0.0050,73.10,0.1236,1.8792,0.1076,0.65,434.67,149.66,285.01,12.2,285.01,27.88,0.03,0,48.36,0,0,41.78,14.49,4.91,275.84
6185,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Ottawa.716280_CWEC.epw,4747,271,0.0051,68.00,0.1236,1.8792,0.1076,0.65,382.6,144.58,238.02,12.2,238.02,23.9,1.72,0,46.17,0.11,0,41.08,14.49,4.91,230.98
6186,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Sault.Ste.Marie.712600_CWEC.epw,5080,164,0.0051,75.10,0.1236,1.8792,0.1076,0.65,400.78,145.35,255.43,12.2,255.43,24.71,0.72,0,46.49,0.05,0,41.78,14.49,4.91,246.94
6187,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Simcoe.715270_CWEC.epw,4160,284,0.0058,75.10,0.1236,1.8792,0.1076,0.65,356.1,138.18,217.93,12.21,217.93,22.35,1,0,41.85,0.06,0,41.29,14.49,4.91,211.95
6188,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sable.Island.716000_CWEC.epw,3872,25,0.0061,84.60,0.0932,1.8792,0.1076,0.65,320.96,128.89,192.06,12.21,192.06,19.33,0.03,0,36.32,0,0,41.6,14.49,4.91,186.42
6189,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.0932,1.8792,0.1076,0.65,344.21,135.51,208.7,12.21,208.7,21.53,0.69,0,40.34,0.04,0,41.29,14.49,4.91,203.1
6190,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.0932,1.8792,0.1076,0.65,371.25,138.08,233.16,12.2,233.16,23.66,0.12,0,40.91,0.01,0,41.78,14.49,4.91,226.51
6191,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.0932,1.8792,0.1076,0.65,378.34,139.77,238.57,12.21,238.57,22.94,0.1,0,43.51,0.01,0,41.6,14.49,4.91,230.5
6192,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.0932,1.8792,0.1076,0.65,703.99,191.13,512.86,12.21,512.86,49.39,0,0,68.52,0,0,41.6,14.49,4.91,495.58
6193,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.0932,1.8792,0.1076,0.65,565.66,171.74,393.92,12.21,393.92,41.72,0.02,0,56.78,0,0,41.6,14.49,4.91,384.43
6194,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.0932,1.8792,0.1076,0.65,810.44,207.89,602.54,12.2,602.54,66.06,0,0,68.85,0,0,41.38,14.49,4.91,590.27
6195,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Kingston.716200_CWEC.epw,4336,237,0.0058,74.60,0.0932,1.8792,0.1076,0.65,356.55,140.55,216,12.21,216,21.93,1.55,0,43.76,0.1,0,41.6,14.49,4.91,209.85
6196,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_London.716230_CWEC.epw,4201,301,0.0061,76.40,0.0932,1.8792,0.1076,0.65,362.84,138.95,223.89,12.21,223.89,22.71,1,0,42.27,0.06,0,41.29,14.49,4.91,217.49
6197,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Mount.Forest.716310_CWEC.epw,4686,228,0.0057,78.40,0.0932,1.8792,0.1076,0.65,385,142.52,242.48,12.2,242.48,24.64,1.44,0,43.67,0.09,0,41.08,14.49,4.91,235.59
6198,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Muskoka.716300_CWEC.epw,4888,211,0.0054,76.90,0.0932,1.8792,0.1076,0.65,393.68,145.35,248.33,12.2,248.33,24.35,0.69,0,46.89,0.04,0,41.78,14.49,4.91,240.39
6199,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_North.Bay.717310_CWEC.epw,5392,155,0.0050,73.10,0.0932,1.8792,0.1076,0.65,428.52,148.69,279.84,12.2,279.84,27.43,0.03,0,47.84,0,0,41.78,14.49,4.91,270.89
6200,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Ottawa.716280_CWEC.epw,4747,271,0.0051,68.00,0.0932,1.8792,0.1076,0.65,377.73,143.67,234.06,12.2,234.06,23.49,1.7,0,45.7,0.11,0,41.08,14.49,4.91,227.12
6201,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Sault.Ste.Marie.712600_CWEC.epw,5080,164,0.0051,75.10,0.0932,1.8792,0.1076,0.65,395.52,144.45,251.07,12.2,251.07,24.32,0.71,0,45.99,0.05,0,41.78,14.49,4.91,242.75
6202,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_ON_Simcoe.715270_CWEC.epw,4160,284,0.0058,75.10,0.0932,1.8792,0.1076,0.65,351.62,137.38,214.24,12.21,214.24,21.97,0.99,0,41.45,0.06,0,41.29,14.49,4.91,208.36
6203,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sable.Island.716000_CWEC.epw,3872,25,0.0061,84.60,0.3563,1.8792,0.0931,0.65,353.99,134.43,219.56,12.21,219.56,22.3,0.03,0,38.87,0,0,41.6,14.49,4.91,213.32
6204,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Shearwater.716010_CWEC.epw,4247,105,0.0056,79.80,0.3563,1.8792,0.0931,0.65,379.82,141.77,238.05,12.21,238.05,24.54,0.75,0,43.52,0.05,0,41.29,14.49,4.91,231.64
6205,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Sydney.717070_CWEC.epw,4695,112,0.0054,80.50,0.3563,1.8792,0.0931,0.65,410.44,144.88,265.56,12.2,265.56,27.2,0.12,0,44.17,0.01,0,41.78,14.49,4.91,258.24
6206,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NS_Truro.713980_CWEC.epw,4619,119,0.0055,80.70,0.3563,1.8792,0.0931,0.65,419.5,146.77,272.73,12.21,272.73,26.24,0.1,0,47.21,0.01,0,41.6,14.49,4.91,263.52
6207,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Inuvik.719570_CWEC.epw,9976,42,0.0023,66.80,0.3563,1.8792,0.0931,0.65,761.24,201.7,559.54,12.21,559.54,55.92,0,0,72.57,0,0,41.6,14.49,4.91,542.71
6208,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NT_Yellowknife.719360_CWEC.epw,8290,60,0.0030,66.10,0.3563,1.8792,0.0931,0.65,628.63,183.02,445.61,12.21,445.61,47.43,0.02,0,62.35,0,0,41.6,14.49,4.91,435.11
6209,2 Furnace AC Heat .asp,1140,2678,394,1175,CAN_NU_Resolute.719240_CWEC.epw,12571,0,0.0014,75.90,0.3563,1.8792,0.0931,0.65,880.54,220.95,659.6,12.2,659.6,75.03,0,0,72.92,0,0,41.38,14.49,4.91,648.88
